,Booking date,Quantity,Customer ID,Product ID,Channel,Landingpage,Channel_Name,Booking Sequence,Previous Booking date,Previous Product ID,Previous Channel,Previous Channel_Name,Previous Landingpage
10035,08.02.2016,2,5982,185,3,3,SEA,1,,,,,
10036,20.10.2017,2,5983,140,0,0,CRM,1,,,,,
10037,22.01.2017,2,5983,63,4,6,Store,2,20.10.2017,140.0,0.0,CRM,0.0
10038,29.09.2017,3,5983,11,0,0,CRM,3,22.01.2017,63.0,4.0,Store,6.0
10039,29.03.2019,1,5984,485,0,0,CRM,1,,,,,
10040,08.06.2016,1,5985,354,0,0,CRM,1,,,,,
10041,04.01.2017,2,5986,16,4,8,Store,1,,,,,
10042,21.08.2017,2,5986,365,0,0,CRM,2,04.01.2017,16.0,4.0,Store,8.0
10043,25.08.2018,2,5986,253,0,0,CRM,3,21.08.2017,365.0,0.0,CRM,0.0
10044,22.11.2013,2,5987,649,1,1,Affiliate A,1,,,,,
10045,15.09.2017,2,5988,138,4,15,Store,1,,,,,
10046,14.01.2019,2,5989,208,3,3,SEA,1,,,,,
10047,28.05.2019,5,5990,39,0,0,CRM,1,,,,,
10048,24.08.2015,2,5991,64,3,3,SEA,1,,,,,
10049,07.10.2018,2,5992,242,5,19,Affiliate B,1,,,,,
10050,19.09.2018,2,5993,72,3,3,SEA,1,,,,,
10051,24.03.2017,2,5994,164,4,7,Store,1,,,,,
10052,02.11.2016,2,5995,28,5,18,Affiliate B,1,,,,,
10053,27.02.2017,2,5996,334,4,7,Store,1,,,,,
10054,23.01.2017,2,5997,334,0,0,CRM,1,,,,,
10055,30.10.2016,2,5998,254,3,4,SEA,1,,,,,
10056,24.09.2016,2,5999,205,5,18,Affiliate B,1,,,,,
10057,25.09.2017,2,5999,291,5,18,Affiliate B,2,24.09.2016,205.0,5.0,Affiliate B,18.0
10058,26.04.2017,2,6000,4,1,1,Affiliate A,1,,,,,
10059,04.11.2018,2,6001,311,1,1,Affiliate A,1,,,,,
10060,04.11.2018,2,6001,429,1,1,Affiliate A,2,04.11.2018,311.0,1.0,Affiliate A,1.0
10061,10.01.2018,2,6002,9,2,2,Direct,1,,,,,
10062,12.04.2018,2,6002,163,0,0,CRM,2,10.01.2018,9.0,2.0,Direct,2.0
10063,10.11.2018,2,6003,32,0,0,CRM,1,,,,,
10064,11.10.2017,2,6003,240,2,2,Direct,2,10.11.2018,32.0,0.0,CRM,0.0
10065,16.05.2017,2,6004,205,0,0,CRM,1,,,,,
10066,19.08.2019,6,6004,8,0,0,CRM,2,16.05.2017,205.0,0.0,CRM,0.0
10067,20.09.2018,6,6004,26,3,3,SEA,3,19.08.2019,8.0,0.0,CRM,0.0
10068,29.10.2018,6,6004,30,0,0,CRM,4,20.09.2018,26.0,3.0,SEA,3.0
10069,21.10.2014,2,6005,886,3,3,SEA,1,,,,,
10070,29.08.2018,4,6006,224,4,6,Store,1,,,,,
10071,04.12.2017,2,6007,29,4,6,Store,1,,,,,
10072,17.02.2017,2,6008,334,4,6,Store,1,,,,,
10073,27.12.2018,2,6009,80,6,21,Affiliate C,1,,,,,
10074,18.11.2013,2,6010,377,4,8,Store,1,,,,,
10075,02.02.2018,2,6011,352,1,1,Affiliate A,1,,,,,
10076,13.01.2017,2,6011,232,4,8,Store,2,02.02.2018,352.0,1.0,Affiliate A,1.0
10077,17.04.2019,2,6011,187,0,0,CRM,3,13.01.2017,232.0,4.0,Store,8.0
10078,16.11.2018,2,6012,727,2,2,Direct,1,,,,,
10079,07.02.2017,2,6013,345,3,3,SEA,1,,,,,
10080,14.09.2018,2,6013,238,0,0,CRM,2,07.02.2017,345.0,3.0,SEA,3.0
10081,22.08.2017,2,6014,12,0,0,CRM,1,,,,,
10082,12.10.2015,2,6015,157,4,6,Store,1,,,,,
10083,03.10.2016,2,6016,300,1,1,Affiliate A,1,,,,,
10084,11.09.2017,2,6017,291,5,18,Affiliate B,1,,,,,
10085,14.01.2019,2,6018,211,2,2,Direct,1,,,,,
10086,20.12.2018,2,6019,30,4,8,Store,1,,,,,
10087,05.03.2017,2,6020,419,1,1,Affiliate A,1,,,,,
10088,18.09.2015,2,6020,465,0,0,CRM,2,05.03.2017,419.0,1.0,Affiliate A,1.0
10089,16.02.2018,2,6021,136,3,3,SEA,1,,,,,
10090,28.11.2016,2,6022,495,4,6,Store,1,,,,,
10091,26.09.2016,2,6023,218,4,8,Store,1,,,,,
10092,04.01.2016,2,6024,204,4,8,Store,1,,,,,
10093,15.10.2012,2,6025,552,0,0,CRM,1,,,,,
10094,06.10.2014,2,6026,883,4,15,Store,1,,,,,
10095,02.09.2018,2,6027,23,0,0,CRM,1,,,,,
10096,28.08.2016,2,6027,111,4,8,Store,2,02.09.2018,23.0,0.0,CRM,0.0
10097,30.06.2017,2,6028,16,3,3,SEA,1,,,,,
10098,09.11.2017,2,6029,178,3,3,SEA,1,,,,,
10099,08.04.2018,2,6030,135,3,4,SEA,1,,,,,
10100,16.05.2019,2,6030,55,0,0,CRM,2,08.04.2018,135.0,3.0,SEA,4.0
10101,20.03.2019,2,6030,242,0,0,CRM,3,16.05.2019,55.0,0.0,CRM,0.0
10102,02.04.2017,2,6031,578,0,0,CRM,1,,,,,
10103,22.10.2015,2,6031,206,2,2,Direct,2,02.04.2017,578.0,0.0,CRM,0.0
10104,22.01.2018,2,6032,349,1,1,Affiliate A,1,,,,,
10105,25.10.2016,2,6033,232,2,2,Direct,1,,,,,
10106,09.09.2018,1,6034,10,4,7,Store,1,,,,,
10107,07.05.2019,2,6035,219,0,0,CRM,1,,,,,
10108,20.06.2017,2,6035,259,4,6,Store,2,07.05.2019,219.0,0.0,CRM,0.0
10109,30.05.2016,1,6036,313,4,8,Store,1,,,,,
10110,30.05.2016,1,6036,569,4,8,Store,2,30.05.2016,313.0,4.0,Store,8.0
10111,26.09.2016,2,6037,205,5,18,Affiliate B,1,,,,,
10112,27.11.2017,1,6038,141,1,1,Affiliate A,1,,,,,
10113,22.02.2018,4,6039,9,3,3,SEA,1,,,,,
10114,01.05.2016,4,6040,522,0,0,CRM,1,,,,,
10115,14.08.2016,2,6041,111,3,3,SEA,1,,,,,
10116,14.03.2019,2,6042,52,4,8,Store,1,,,,,
10117,05.09.2018,2,6043,224,3,3,SEA,1,,,,,
10118,07.02.2019,2,6044,90,4,7,Store,1,,,,,
10119,02.02.2018,2,6045,140,4,8,Store,1,,,,,
10120,11.01.2019,1,6046,301,0,0,CRM,1,,,,,
10121,18.01.2018,2,6046,384,3,3,SEA,2,11.01.2019,301.0,0.0,CRM,0.0
10122,20.01.2018,2,6046,73,3,3,SEA,3,18.01.2018,384.0,3.0,SEA,3.0
10123,30.04.2018,1,6046,435,0,0,CRM,4,20.01.2018,73.0,3.0,SEA,3.0
10124,18.12.2016,1,6047,17,1,1,Affiliate A,1,,,,,
10125,28.12.2018,2,6048,150,0,0,CRM,1,,,,,
10126,12.12.2016,1,6049,17,0,0,CRM,1,,,,,
10127,07.06.2018,2,6050,20,4,7,Store,1,,,,,
10128,10.07.2018,2,6050,359,0,0,CRM,2,07.06.2018,20.0,4.0,Store,7.0
10129,30.01.2019,2,6050,190,0,0,CRM,3,10.07.2018,359.0,0.0,CRM,0.0
10130,18.11.2013,2,6051,766,1,1,Affiliate A,1,,,,,
10131,28.10.2016,2,6052,254,3,3,SEA,1,,,,,
10132,10.03.2019,2,6053,23,3,4,SEA,1,,,,,
10133,20.08.2018,4,6054,224,3,3,SEA,1,,,,,
10134,04.07.2018,2,6055,13,3,3,SEA,1,,,,,
10135,12.06.2017,4,6056,161,0,0,CRM,1,,,,,
10136,19.07.2018,2,6056,223,0,0,CRM,2,12.06.2017,161.0,0.0,CRM,0.0
10137,17.09.2018,2,6057,467,3,4,SEA,1,,,,,
10138,12.01.2018,1,6058,207,2,2,Direct,1,,,,,
10139,22.06.2018,2,6059,152,3,3,SEA,1,,,,,
10140,15.02.2016,2,6060,124,4,6,Store,1,,,,,
10141,23.10.2017,2,6060,11,3,3,SEA,2,15.02.2016,124.0,4.0,Store,6.0
10142,22.05.2019,1,6061,51,0,0,CRM,1,,,,,
10143,21.09.2015,2,6062,571,4,15,Store,1,,,,,
10144,30.01.2019,2,6063,57,0,0,CRM,1,,,,,
10145,15.10.2018,2,6064,208,3,3,SEA,1,,,,,
10146,15.10.2014,1,6065,901,3,3,SEA,1,,,,,
10147,15.02.2019,2,6066,309,3,3,SEA,1,,,,,
10148,30.01.2019,2,6066,85,3,3,SEA,2,15.02.2019,309.0,3.0,SEA,3.0
10149,03.08.2018,2,6067,13,4,6,Store,1,,,,,
10150,07.05.2019,2,6068,52,0,0,CRM,1,,,,,
10151,07.05.2019,2,6068,219,0,0,CRM,2,07.05.2019,52.0,0.0,CRM,0.0
10152,10.10.2017,1,6068,540,0,0,CRM,3,07.05.2019,219.0,0.0,CRM,0.0
10153,10.10.2017,1,6068,489,0,0,CRM,4,10.10.2017,540.0,0.0,CRM,0.0
10154,10.10.2017,1,6068,294,0,0,CRM,5,10.10.2017,489.0,0.0,CRM,0.0
10155,19.01.2019,2,6068,74,2,2,Direct,6,10.10.2017,294.0,0.0,CRM,0.0
10156,19.01.2019,2,6068,258,2,2,Direct,7,19.01.2019,74.0,2.0,Direct,2.0
10157,19.01.2019,2,6068,30,2,2,Direct,8,19.01.2019,258.0,2.0,Direct,2.0
10158,28.07.2017,2,6068,275,1,1,Affiliate A,9,19.01.2019,30.0,2.0,Direct,2.0
10159,29.11.2016,1,6068,346,2,2,Direct,10,28.07.2017,275.0,1.0,Affiliate A,1.0
10160,29.11.2016,1,6068,45,2,2,Direct,11,29.11.2016,346.0,2.0,Direct,2.0
10161,29.11.2016,1,6068,267,2,2,Direct,12,29.11.2016,45.0,2.0,Direct,2.0
10162,31.12.2017,2,6069,140,5,19,Affiliate B,1,,,,,
10163,05.07.2017,2,6070,296,0,0,CRM,1,,,,,
10164,05.12.2016,4,6070,146,1,1,Affiliate A,2,05.07.2017,296.0,0.0,CRM,0.0
10165,19.03.2018,2,6070,404,0,0,CRM,3,05.12.2016,146.0,1.0,Affiliate A,1.0
10166,31.05.2016,2,6070,297,0,0,CRM,4,19.03.2018,404.0,0.0,CRM,0.0
10167,09.06.2016,2,6071,198,0,0,CRM,1,,,,,
10168,07.09.2018,2,6072,238,4,6,Store,1,,,,,
10169,15.11.2017,2,6073,96,3,4,SEA,1,,,,,
10170,27.04.2017,2,6073,298,3,4,SEA,2,15.11.2017,96.0,3.0,SEA,4.0
10171,27.04.2018,2,6073,20,0,0,CRM,3,27.04.2017,298.0,3.0,SEA,4.0
10172,30.04.2016,1,6074,124,4,12,Store,1,,,,,
10173,10.10.2017,2,6075,129,3,3,SEA,1,,,,,
10174,04.11.2016,2,6076,18,0,0,CRM,1,,,,,
10175,23.05.2018,2,6076,543,0,0,CRM,2,04.11.2016,18.0,0.0,CRM,0.0
10176,20.09.2017,4,6077,291,5,18,Affiliate B,1,,,,,
10177,02.11.2015,2,6078,206,2,2,Direct,1,,,,,
10178,17.04.2018,2,6079,360,0,0,CRM,1,,,,,
10179,15.01.2018,1,6080,163,2,2,Direct,1,,,,,
10180,15.12.2018,1,6080,211,0,0,CRM,2,15.01.2018,163.0,2.0,Direct,2.0
10181,11.08.2017,2,6081,31,0,0,CRM,1,,,,,
10182,15.11.2016,4,6081,300,4,8,Store,2,11.08.2017,31.0,0.0,CRM,0.0
10183,11.02.2019,6,6082,139,0,0,CRM,1,,,,,
10184,21.11.2016,6,6082,134,5,18,Affiliate B,2,11.02.2019,139.0,0.0,CRM,0.0
10185,09.05.2016,2,6083,130,3,4,SEA,1,,,,,
10186,12.04.2017,2,6083,176,0,0,CRM,2,09.05.2016,130.0,3.0,SEA,4.0
10187,28.07.2017,2,6083,7,0,0,CRM,3,12.04.2017,176.0,0.0,CRM,0.0
10188,07.12.2015,2,6084,353,3,3,SEA,1,,,,,
10189,14.11.2016,2,6084,175,0,0,CRM,2,07.12.2015,353.0,3.0,SEA,3.0
10190,17.01.2019,2,6084,85,3,5,SEA,3,14.11.2016,175.0,0.0,CRM,0.0
10191,19.03.2018,2,6084,429,0,0,CRM,4,17.01.2019,85.0,3.0,SEA,5.0
10192,11.03.2017,2,6085,298,4,8,Store,1,,,,,
10193,14.01.2019,2,6085,145,0,0,CRM,2,11.03.2017,298.0,4.0,Store,8.0
10194,29.01.2017,2,6085,16,2,2,Direct,3,14.01.2019,145.0,0.0,CRM,0.0
10195,30.09.2017,2,6085,11,0,0,CRM,4,29.01.2017,16.0,2.0,Direct,2.0
10196,01.12.2018,2,6086,258,0,0,CRM,1,,,,,
10197,02.11.2016,2,6086,18,2,2,Direct,2,01.12.2018,258.0,0.0,CRM,0.0
10198,09.10.2018,1,6086,415,0,0,CRM,3,02.11.2016,18.0,2.0,Direct,2.0
10199,29.12.2018,2,6087,80,1,1,Affiliate A,1,,,,,
10200,19.01.2016,2,6088,432,4,8,Store,1,,,,,
10201,20.02.2018,2,6089,101,0,0,CRM,1,,,,,
10202,09.10.2017,2,6090,129,0,0,CRM,1,,,,,
10203,05.02.2017,2,6091,218,4,6,Store,1,,,,,
10204,14.10.2012,2,6092,702,4,8,Store,1,,,,,
10205,19.11.2012,2,6092,701,0,0,CRM,2,14.10.2012,702.0,4.0,Store,8.0
10206,14.08.2018,1,6093,127,4,6,Store,1,,,,,
10207,21.01.2019,2,6094,30,2,2,Direct,1,,,,,
10208,02.11.2016,2,6095,18,2,2,Direct,1,,,,,
10209,23.02.2019,2,6095,32,0,0,CRM,2,02.11.2016,18.0,2.0,Direct,2.0
10210,04.10.2017,2,6096,136,2,2,Direct,1,,,,,
10211,31.01.2017,2,6096,111,2,2,Direct,2,04.10.2017,136.0,2.0,Direct,2.0
10212,21.07.2016,2,6097,146,4,8,Store,1,,,,,
10213,31.10.2018,2,6098,208,3,3,SEA,1,,,,,
10214,27.09.2016,1,6099,205,5,18,Affiliate B,1,,,,,
10215,05.01.2016,2,6100,432,4,8,Store,1,,,,,
10216,13.05.2019,2,6100,322,4,8,Store,2,05.01.2016,432.0,4.0,Store,8.0
10217,01.08.2014,1,6101,886,0,0,CRM,1,,,,,
10218,22.11.2015,2,6102,418,3,3,SEA,1,,,,,
10219,26.02.2019,2,6103,238,2,2,Direct,1,,,,,
10220,15.08.2015,2,6104,64,3,4,SEA,1,,,,,
10221,05.07.2017,2,6105,15,3,3,SEA,1,,,,,
10222,12.12.2017,2,6105,135,0,0,CRM,2,05.07.2017,15.0,3.0,SEA,3.0
10223,06.06.2018,1,6106,136,0,0,CRM,1,,,,,
10224,28.01.2016,2,6107,509,6,20,Affiliate C,1,,,,,
10225,05.11.2017,2,6108,131,2,2,Direct,1,,,,,
10226,28.07.2016,2,6109,300,0,0,CRM,1,,,,,
10227,07.10.2017,2,6110,173,3,3,SEA,1,,,,,
10228,19.11.2015,2,6111,418,3,3,SEA,1,,,,,
10229,06.08.2019,2,6112,337,6,23,Affiliate C,1,,,,,
10230,07.01.2018,2,6112,138,3,3,SEA,2,06.08.2019,337.0,6.0,Affiliate C,23.0
10231,13.03.2019,2,6112,38,6,23,Affiliate C,3,07.01.2018,138.0,3.0,SEA,3.0
10232,17.09.2018,2,6112,10,3,3,SEA,4,13.03.2019,38.0,6.0,Affiliate C,23.0
10233,10.12.2017,2,6113,140,3,4,SEA,1,,,,,
10234,13.01.2019,2,6114,145,0,0,CRM,1,,,,,
10235,19.06.2018,2,6114,428,3,3,SEA,2,13.01.2019,145.0,0.0,CRM,0.0
10236,21.01.2018,2,6114,95,0,0,CRM,3,19.06.2018,428.0,3.0,SEA,3.0
10237,25.04.2016,2,6114,61,4,6,Store,4,21.01.2018,95.0,0.0,CRM,0.0
10238,18.01.2017,2,6115,97,3,3,SEA,1,,,,,
10239,23.12.2017,2,6116,207,1,1,Affiliate A,1,,,,,
10240,02.12.2016,2,6117,146,1,1,Affiliate A,1,,,,,
10241,05.11.2016,2,6118,45,2,2,Direct,1,,,,,
10242,26.12.2017,2,6118,9,0,0,CRM,2,05.11.2016,45.0,2.0,Direct,2.0
10243,18.01.2019,2,6119,23,6,22,Affiliate C,1,,,,,
10244,14.10.2012,1,6120,881,1,1,Affiliate A,1,,,,,
10245,11.07.2017,2,6121,155,0,0,CRM,1,,,,,
10246,13.03.2017,2,6121,345,0,0,CRM,2,11.07.2017,155.0,0.0,CRM,0.0
10247,16.08.2016,4,6121,146,3,3,SEA,3,13.03.2017,345.0,0.0,CRM,0.0
10248,10.12.2018,2,6122,40,0,0,CRM,1,,,,,
10249,07.01.2019,1,6123,208,3,3,SEA,1,,,,,
10250,11.01.2017,2,6124,254,4,11,Store,1,,,,,
10251,16.07.2019,2,6125,486,4,13,Store,1,,,,,
10252,05.10.2017,2,6126,168,7,27,Affiliate D,1,,,,,
10253,22.11.2017,2,6127,140,4,7,Store,1,,,,,
10254,11.10.2018,4,6128,53,0,0,CRM,1,,,,,
10255,15.12.2017,4,6128,387,5,18,Affiliate B,2,11.10.2018,53.0,0.0,CRM,0.0
10256,29.11.2016,4,6128,358,5,18,Affiliate B,3,15.12.2017,387.0,5.0,Affiliate B,18.0
10257,13.01.2018,2,6129,135,3,3,SEA,1,,,,,
10258,15.07.2019,4,6130,486,4,13,Store,1,,,,,
10259,14.11.2016,2,6131,18,2,2,Direct,1,,,,,
10260,02.03.2019,2,6132,126,0,0,CRM,1,,,,,
10261,15.02.2016,2,6132,195,0,0,CRM,2,02.03.2019,126.0,0.0,CRM,0.0
10262,15.12.2017,2,6132,9,0,0,CRM,3,15.02.2016,195.0,0.0,CRM,0.0
10263,26.09.2016,2,6132,15,0,0,CRM,4,15.12.2017,9.0,0.0,CRM,0.0
10264,30.12.2015,2,6132,204,4,8,Store,5,26.09.2016,15.0,0.0,CRM,0.0
10265,20.11.2017,2,6133,393,5,18,Affiliate B,1,,,,,
10266,23.09.2017,1,6134,11,0,0,CRM,1,,,,,
10267,24.10.2016,1,6134,15,4,6,Store,2,23.09.2017,11.0,0.0,CRM,0.0
10268,26.01.2019,1,6135,190,0,0,CRM,1,,,,,
10269,29.07.2019,2,6135,58,0,0,CRM,2,26.01.2019,190.0,0.0,CRM,0.0
10270,31.10.2016,2,6135,218,2,2,Direct,3,29.07.2019,58.0,0.0,CRM,0.0
10271,04.11.2015,2,6136,206,2,2,Direct,1,,,,,
10272,03.02.2016,1,6137,206,3,3,SEA,1,,,,,
10273,30.08.2018,1,6138,288,3,3,SEA,1,,,,,
10274,10.06.2018,1,6139,93,4,10,Store,1,,,,,
10275,13.01.2014,2,6139,766,3,3,SEA,2,10.06.2018,93.0,4.0,Store,10.0
10276,13.01.2016,1,6140,5,3,4,SEA,1,,,,,
10277,29.08.2016,2,6141,438,0,0,CRM,1,,,,,
10278,05.02.2018,2,6142,7,2,2,Direct,1,,,,,
10279,12.08.2018,2,6142,149,3,3,SEA,2,05.02.2018,7.0,2.0,Direct,2.0
10280,16.11.2017,2,6143,37,3,3,SEA,1,,,,,
10281,11.04.2018,2,6144,135,3,4,SEA,1,,,,,
10282,04.11.2015,2,6145,64,2,2,Direct,1,,,,,
10283,27.12.2013,2,6146,776,4,8,Store,1,,,,,
10284,01.03.2017,2,6147,330,0,0,CRM,1,,,,,
10285,04.07.2016,2,6147,286,0,0,CRM,2,01.03.2017,330.0,0.0,CRM,0.0
10286,11.07.2017,2,6147,155,0,0,CRM,3,04.07.2016,286.0,0.0,CRM,0.0
10287,17.09.2015,2,6147,331,4,8,Store,4,11.07.2017,155.0,0.0,CRM,0.0
10288,18.12.2017,2,6147,83,0,0,CRM,5,17.09.2015,331.0,4.0,Store,8.0
10289,30.10.2018,2,6147,270,0,0,CRM,6,18.12.2017,83.0,0.0,CRM,0.0
10290,14.11.2017,2,6148,25,0,0,CRM,1,,,,,
10291,20.08.2015,2,6148,357,3,3,SEA,2,14.11.2017,25.0,0.0,CRM,0.0
10292,22.03.2018,2,6149,128,0,0,CRM,1,,,,,
10293,23.05.2018,8,6149,265,0,0,CRM,2,22.03.2018,128.0,0.0,CRM,0.0
10294,30.12.2017,2,6149,138,0,0,CRM,3,23.05.2018,265.0,0.0,CRM,0.0
10295,08.12.2017,2,6150,135,0,0,CRM,1,,,,,
10296,09.08.2019,2,6150,280,0,0,CRM,2,08.12.2017,135.0,0.0,CRM,0.0
10297,15.05.2018,2,6150,287,0,0,CRM,3,09.08.2019,280.0,0.0,CRM,0.0
10298,19.01.2019,2,6150,403,1,1,Affiliate A,4,15.05.2018,287.0,0.0,CRM,0.0
10299,27.04.2019,2,6150,322,0,0,CRM,5,19.01.2019,403.0,1.0,Affiliate A,1.0
10300,29.07.2018,2,6150,127,0,0,CRM,6,27.04.2019,322.0,0.0,CRM,0.0
10301,10.05.2018,2,6151,182,0,0,CRM,1,,,,,
10302,13.03.2019,2,6151,30,0,0,CRM,2,10.05.2018,182.0,0.0,CRM,0.0
10303,14.04.2019,2,6151,181,0,0,CRM,3,13.03.2019,30.0,0.0,CRM,0.0
10304,06.08.2019,2,6152,148,4,13,Store,1,,,,,
10305,28.12.2018,2,6153,53,4,7,Store,1,,,,,
10306,01.07.2016,2,6154,4,0,0,CRM,1,,,,,
10307,02.05.2017,2,6154,439,0,0,CRM,2,01.07.2016,4.0,0.0,CRM,0.0
10308,09.08.2016,2,6154,111,4,6,Store,3,02.05.2017,439.0,0.0,CRM,0.0
10309,11.08.2016,2,6154,346,0,0,CRM,4,09.08.2016,111.0,4.0,Store,6.0
10310,12.03.2016,2,6154,60,0,0,CRM,5,11.08.2016,346.0,0.0,CRM,0.0
10311,28.09.2015,2,6154,353,4,6,Store,6,12.03.2016,60.0,0.0,CRM,0.0
10312,16.10.2017,2,6155,192,0,0,CRM,1,,,,,
10313,31.01.2013,2,6156,614,4,8,Store,1,,,,,
10314,11.01.2016,2,6157,5,3,4,SEA,1,,,,,
10315,25.06.2017,2,6158,154,3,3,SEA,1,,,,,
10316,07.02.2017,3,6159,298,0,0,CRM,1,,,,,
10317,22.02.2016,2,6159,64,3,3,SEA,2,07.02.2017,298.0,0.0,CRM,0.0
10318,05.06.2014,2,6160,914,0,0,CRM,1,,,,,
10319,05.11.2018,2,6161,208,2,2,Direct,1,,,,,
10320,13.05.2018,1,6162,287,0,0,CRM,1,,,,,
10321,08.01.2013,2,6163,673,4,7,Store,1,,,,,
10322,02.11.2016,2,6164,388,0,0,CRM,1,,,,,
10323,07.06.2017,12,6164,197,4,6,Store,2,02.11.2016,388.0,0.0,CRM,0.0
10324,30.01.2017,2,6164,111,2,2,Direct,3,07.06.2017,197.0,4.0,Store,6.0
10325,02.08.2017,1,6165,225,0,0,CRM,1,,,,,
10326,04.10.2017,1,6165,11,0,0,CRM,2,02.08.2017,225.0,0.0,CRM,0.0
10327,09.01.2019,1,6165,75,0,0,CRM,3,04.10.2017,11.0,0.0,CRM,0.0
10328,14.11.2018,1,6165,278,0,0,CRM,4,09.01.2019,75.0,0.0,CRM,0.0
10329,15.09.2018,1,6165,238,0,0,CRM,5,14.11.2018,278.0,0.0,CRM,0.0
10330,16.01.2017,1,6165,3,3,3,SEA,6,15.09.2018,238.0,0.0,CRM,0.0
10331,18.08.2015,2,6166,5,0,0,CRM,1,,,,,
10332,05.11.2018,4,6167,211,3,3,SEA,1,,,,,
10333,06.11.2017,2,6168,49,0,0,CRM,1,,,,,
10334,18.01.2019,1,6169,190,0,0,CRM,1,,,,,
10335,29.12.2017,2,6169,243,0,0,CRM,2,18.01.2019,190.0,0.0,CRM,0.0
10336,30.05.2017,1,6170,330,4,8,Store,1,,,,,
10337,04.12.2017,2,6171,387,5,18,Affiliate B,1,,,,,
10338,29.01.2016,2,6172,124,4,8,Store,1,,,,,
10339,16.11.2015,2,6173,206,4,8,Store,1,,,,,
10340,04.12.2012,1,6174,663,4,13,Store,1,,,,,
10341,30.06.2017,2,6175,275,3,3,SEA,1,,,,,
10342,16.11.2017,2,6176,154,4,6,Store,1,,,,,
10343,27.12.2012,1,6177,534,4,8,Store,1,,,,,
10344,19.07.2018,2,6178,119,0,0,CRM,1,,,,,
10345,24.09.2018,2,6178,341,1,1,Affiliate A,2,19.07.2018,119.0,0.0,CRM,0.0
10346,19.08.2017,2,6179,27,3,3,SEA,1,,,,,
10347,01.08.2017,4,6180,27,4,8,Store,1,,,,,
10348,03.12.2017,8,6180,384,0,0,CRM,2,01.08.2017,27.0,4.0,Store,8.0
10349,30.11.2017,2,6181,29,4,8,Store,1,,,,,
10350,30.11.2017,1,6181,140,4,8,Store,2,30.11.2017,29.0,4.0,Store,8.0
10351,27.08.2014,4,6182,734,3,3,SEA,1,,,,,
10352,13.02.2018,1,6183,154,2,2,Direct,1,,,,,
10353,06.02.2017,2,6184,298,2,2,Direct,1,,,,,
10354,30.11.2017,2,6184,271,0,0,CRM,2,06.02.2017,298.0,2.0,Direct,2.0
10355,28.02.2016,2,6185,206,4,7,Store,1,,,,,
10356,19.02.2018,2,6186,9,4,6,Store,1,,,,,
10357,23.07.2017,2,6186,178,0,0,CRM,2,19.02.2018,9.0,4.0,Store,6.0
10358,25.07.2015,2,6186,6,0,0,CRM,3,23.07.2017,178.0,0.0,CRM,0.0
10359,29.10.2018,2,6186,211,4,6,Store,4,25.07.2015,6.0,0.0,CRM,0.0
10360,18.04.2019,2,6187,208,0,0,CRM,1,,,,,
10361,28.12.2016,2,6187,18,1,1,Affiliate A,2,18.04.2019,208.0,0.0,CRM,0.0
10362,06.12.2016,2,6188,358,5,18,Affiliate B,1,,,,,
10363,03.02.2018,3,6189,66,4,8,Store,1,,,,,
10364,05.10.2017,2,6189,163,6,21,Affiliate C,2,03.02.2018,66.0,4.0,Store,8.0
10365,08.10.2016,2,6189,15,4,8,Store,3,05.10.2017,163.0,6.0,Affiliate C,21.0
10366,18.10.2017,2,6190,163,3,4,SEA,1,,,,,
10367,21.11.2012,2,6191,737,2,2,Direct,1,,,,,
10368,07.12.2017,1,6192,384,0,0,CRM,1,,,,,
10369,09.10.2018,2,6192,53,0,0,CRM,2,07.12.2017,384.0,0.0,CRM,0.0
10370,10.10.2018,2,6192,242,0,0,CRM,3,09.10.2018,53.0,0.0,CRM,0.0
10371,17.05.2017,2,6192,400,0,0,CRM,4,10.10.2018,242.0,0.0,CRM,0.0
10372,18.06.2019,1,6192,290,0,0,CRM,5,17.05.2017,400.0,0.0,CRM,0.0
10373,19.12.2018,1,6192,211,0,0,CRM,6,18.06.2019,290.0,0.0,CRM,0.0
10374,27.01.2017,2,6192,16,3,4,SEA,7,19.12.2018,211.0,0.0,CRM,0.0
10375,07.02.2011,2,6193,858,4,6,Store,1,,,,,
10376,12.12.2016,2,6194,215,4,8,Store,1,,,,,
10377,22.07.2019,2,6194,289,0,0,CRM,2,12.12.2016,215.0,4.0,Store,8.0
10378,29.05.2018,2,6194,119,0,0,CRM,3,22.07.2019,289.0,0.0,CRM,0.0
10379,21.10.2015,2,6195,50,3,3,SEA,1,,,,,
10380,28.08.2017,4,6195,36,0,0,CRM,2,21.10.2015,50.0,3.0,SEA,3.0
10381,10.10.2015,2,6196,50,3,4,SEA,1,,,,,
10382,21.09.2016,2,6196,45,0,0,CRM,2,10.10.2015,50.0,3.0,SEA,4.0
10383,07.10.2017,2,6197,240,0,0,CRM,1,,,,,
10384,24.11.2015,2,6197,130,4,8,Store,2,07.10.2017,240.0,0.0,CRM,0.0
10385,21.11.2016,2,6198,358,5,18,Affiliate B,1,,,,,
10386,17.02.2018,2,6199,66,3,4,SEA,1,,,,,
10387,21.03.2016,2,6199,204,4,10,Store,2,17.02.2018,66.0,3.0,SEA,4.0
10388,19.09.2018,1,6200,10,4,7,Store,1,,,,,
10389,07.11.2011,2,6201,861,3,3,SEA,1,,,,,
10390,01.07.2016,2,6202,230,0,0,CRM,1,,,,,
